HCode,Name,Facility Type,City,State,County,Zip Code,Zip,Corp Hcode,Contract/Corp Entity Name,Tax ID,BCBSTX ID,Facility Medicare Id,Provider Count
632830,Grand Prairie Dialysis Center,Outpatient Services,Grand Prairie,TX,Dallas,75051,750,371222,American Renal Management,460996241,,452863,1
632832,KFS Medical Solutions,Other,Kingwood,TX,Montgomery,77339,773,632832,KFS Medical Solutions,202532639,,FTS219,1
632832,KFS Medical Solutions,Transportation,Kingwood,TX,Montgomery,77339,773,632832,KFS Medical Solutions,202532639,,FTS219,1
632866,BSA Imaging-PENTA,Diagnostic Service,Amarillo,TX,Randall,79119-6405,791,74490,Baptist St Anthonys Health System,300754305,,450231,1
632886,Arlington Residence and Rehabilitation Center,Long Term,Arlington,TX,Tarrant,76011,760,58698,Management Network Services,311504075,,455872,1
632886,Arlington Residence and Rehabilitation Center,Long Term,Arlington,TX,Tarrant,76011,760,713014,Paragon Healthcare Group,756004585,,455872,1
632886,Arlington Residence and Rehabilitation Center,Physical Rehab,Arlington,TX,Tarrant,76011,760,58698,Management Network Services,311504075,,455872,1
632886,Arlington Residence and Rehabilitation Center,Physical Rehab,Arlington,TX,Tarrant,76011,760,713014,Paragon Healthcare Group,756004585,,455872,1
632960,USMD Diagnostic Services,Diagnostic Service,Fort Worth,TX,Tarrant,76104,761,632959,USMD Holdings,272803133,,-,1
632961,USMD Cancer Treatment Center,Outpatient Services,Arlington,TX,Tarrant,76017,760,690253,USMD Cancer Treatment Centers,752566987,,614453,1
632969,USMD Diagnostic Services,Diagnostic Service,Hurst,TX,Tarrant,76054,760,632959,USMD Holdings,272803133,,-,1
632972,USMD Imaging Center at Arlington,Diagnostic Service,Arlington,TX,Tarrant,76017,760,632959,USMD Holdings,272803133,,431832,1
633039,MinuteClinic,Outpatient Services,Forney,TX,Kaufman,75126,751,357768,MinuteClinic,204768243,,00Y393,1
633040,MinuteClinic,Outpatient Services,Houston,TX,Harris,77069,770,357768,MinuteClinic,204768243,,0A4581,1
633087,BrightStar of Laredo,Home Care,Laredo,TX,Webb,78041,780,427633,BrightStar Franchising,273148698,,-,1
633146,Vista Physical Therapy,Physical Rehab,Fort Worth,TX,Tarrant,76177,761,27355,Preferred Therapy Providers,752864297,,-,1
633146,Vista Physical Therapy,Physical Rehab,Fort Worth,TX,Tarrant,76177,761,27355,Preferred Therapy Providers,882085025,,-,1
633148,Vista Physical Therapy,Physical Rehab,Fort Worth,TX,Tarrant,76123,761,27355,Preferred Therapy Providers,752864297,,-,1
633274,ATG Rehab,Home Care,McAllen,TX,Hidalgo,78501,785,315939,National Seating and Mobility,721310729,,-,1
633423,Homelink,Home Care,Houston,TX,Harris,77065,770,316224,Homelink,421280573,,-,1
633427,Homelink,Home Care,Houston,TX,Harris,77090,770,316224,Homelink,421280573,,-,1
633502,Homelink,Home Care,Tyler,TX,Smith,75701,757,316224,Homelink,421280573,,-,1
633534,Homelink,Home Care,Laredo,TX,Webb,78041,780,316224,Homelink,421280573,,-,1
633580,Homelink,Home Care,Cypress,TX,Harris,77433,774,316224,Homelink,421280573,,-,1
633586,Homelink,Home Care,Houston,TX,Harris,77036,770,316224,Homelink,421280573,,-,1
633643,CHRISTUS Santa Rosa Emergency Center -Creekside,Outpatient Services,New Braunfels,TX,Comal,78130,781,207627,Christus Health Ark-La-Tex,741109665,,450237,1
633644,Mallik Rural Health Care Center,Acute Care Gen,Fort Stockton,TX,Pecos,79735,797,321782,Pecos County Memorial Hospital,746002963,,-,1
633648,Mason Creek Transitional Care of Katy,Long Term,Katy,TX,Fort Bend,77450,774,58698,Management Network Services,311504075,,676194,1
633650,Sanderson Rural Health Center,Acute Care Gen,Sanderson,TX,Terrell,79848,798,321782,Pecos County Memorial Hospital,746002963,,-,1
633653,Brookdale Lakeway,Long Term,Austin,TX,Travis,78734,787,58698,Management Network Services,311504075,,676131,1
633710,Lincare,Home Care,Corpus Christi,TX,Nueces,78415,784,53103,Lincare,592852900,,0294030202,1
633738,Homelink,Home Care,Tyler,TX,Smith,75701,757,53103,Lincare,592852900,,0294031028,1
633738,Homelink,Home Care,Tyler,TX,Smith,75701,757,316224,Homelink,421280573,,0294031028,1
633884,Schertz Imaging Center,Diagnostic Service,Schertz,TX,Guadalupe,78154,781,367897,South Texas Radiology Imaging Centers,742896068,,00867N,1
633940,Allen Dialysis,Outpatient Services,Allen,TX,Collin,75002,750,93255,DaVita,461123765,,672728,1
634059,NextCare Urgent Care,Diagnostic Service,Waco,TX,McLennan,76705,767,704390,NextCare,260845489,,00Z227,1
634059,NextCare Urgent Care,Outpatient Services,Waco,TX,McLennan,76705,767,704390,NextCare,260845489,,00Z227,1
634059,NextCare Urgent Care,Physical Rehab,Waco,TX,McLennan,76705,767,704390,NextCare,260845489,,00Z227,1
634060,NextCare Urgent Care,Diagnostic Service,Waco,TX,McLennan,76712,767,704390,NextCare,260845489,,00Z227,1
634060,NextCare Urgent Care,Outpatient Services,Waco,TX,McLennan,76712,767,704390,NextCare,260845489,,00Z227,1
634060,NextCare Urgent Care,Physical Rehab,Waco,TX,McLennan,76712,767,704390,NextCare,260845489,,00Z227,1
634263,Seasons Hospice And Palliative Care of Texas-Houston,Long Term,Houston,TX,Harris,77060,770,386205,Seasons Healthcare Management,455132987,,671741,1
634265,AccentCare Hospice and Palliative Care of Texas -San Antonio,Long Term,San Antonio,TX,Bexar,78258-3971,782,386205,Seasons Healthcare Management,452901170,,671721,1
634512,Horizon Dialysis,Outpatient Services,Houston,TX,Harris,77084,770,93255,DaVita,460754128,,672734,1
634514,North Fort Worth Dialysis,Outpatient Services,Fort Worth,TX,Tarrant,76111,761,93255,DaVita,453229280,,672731,1
634558,MinuteClinic,Outpatient Services,Castle Hills,TX,Bexar,78213,782,357768,MinuteClinic,204768243,,00Y393,1
634560,MinuteClinic,Outpatient Services,Sugar Land,TX,Fort Bend,77479,774,357768,MinuteClinic,204768243,,00Y393,1
634561,MinuteClinic,Outpatient Services,San Antonio,TX,Bexar,78258,782,357768,MinuteClinic,204768243,,00Y393,1
634640,Texas MedClinic,Outpatient Services,San Antonio,TX,Bexar,78254,782,366418,Texas MedClinic,475349604,,469616,1
634640,Texas MedClinic,Physical Rehab,San Antonio,TX,Bexar,78254,782,366418,Texas MedClinic,475349604,,469616,1
634695,Texas Health Behavioral Health Center Uptown Dallas,Behavioral Health,Dallas,TX,Dallas,75204,752,140283,Texas Health Resources,751047527,,45S462,1
634701,Baylor Scott and White Medical Center - College Station,Acute Care Gen,College Station,TX,Brazos,77845,778,323524,Baylor Scott and White Health,274434451,,670088,1
634720,Juniper Village At Lincoln Heights,Long Term,San Antonio,TX,Bexar,78209,782,58698,Management Network Services,311504075,,675542,1
634730,Treasure Hills Healthcare and Rehabilitation Center,Long Term,Harlingen,TX,Cameron,78550,785,58698,Management Network Services,311504075,,675933,1
634742,Stayton at Museum Way,Long Term,Fort Worth,TX,Tarrant,76107,761,58698,Management Network Services,311504075,,676305,1
634895,MinuteClinic,Outpatient Services,Beaumont,TX,Jefferson,77706,777,357768,MinuteClinic,204768243,,0A4582,1
634896,MinuteClinic,Outpatient Services,Princeton,TX,Collin,75407,754,357768,MinuteClinic,204768243,,00Y393,1
634897,MinuteClinic,Outpatient Services,Crowley,TX,Tarrant,76036,760,357768,MinuteClinic,204768243,,00Y742,1
634899,MinuteClinic,Outpatient Services,Mansfield,TX,Tarrant,76063,760,357768,MinuteClinic,204768243,,00Y742,1
634902,MinuteClinic,Outpatient Services,Fort Worth,TX,Tarrant,76132,761,357768,MinuteClinic,204768243,,00Y742,1
634913,MinuteClinic,Outpatient Services,San Antonio,TX,Bexar,78258,782,357768,MinuteClinic,204768243,,00Y393,1
634982,Texas Health Surgery Center Craig Ranch,Outpatient Services,McKinney,TX,Collin,75070,750,140283,Texas Health Resources,383897811,,338549,1
634992,Select Physical Therapy,Home Care,Humble,TX,Harris,77338,773,30447,Select Subsidiaries,631133454,,456726,1
634992,Select Physical Therapy,Physical Rehab,Humble,TX,Harris,77338,773,30447,Select Subsidiaries,631133454,,456726,1
635023,AG Radiology Imaging Center,Diagnostic Service,Katy,TX,Harris,77450,774,635023,AG Radiology Imaging Center,455209177,,txb162254,1
635115,Maxim Healthcare Services,Home Care,Austin,TX,Travis,78731,787,54261,Maxim Healthcare Services,521590951,,-,1
635131,Maxim Healthcare Services Dallas,Home Care,Dallas,TX,Dallas,75244,752,54261,Maxim Healthcare Services,521590951,,458446,1
635131,Maxim Healthcare Services Dallas,Home Care,Dallas,TX,Dallas,75244,752,54261,Maxim Healthcare Services,510580120,,458446,1
635151,Maxim Healthcare Services,Home Care,Stafford,TX,Fort Bend,77477,774,54261,Maxim Healthcare Services,521590951,,-,1
635178,Maxim Healthcare Services,Home Care,San Antonio,TX,Bexar,78229,782,54261,Maxim Healthcare Services,521590951,,-,1
635208,Stepping Stones Home Care Services,Home Care,McAllen,TX,Hidalgo,78504,785,635208,Stepping Stones Home Care Services,202043492,,679501,1
635553,Balch Springs Dialysis,Outpatient Services,Balch Springs,TX,Dallas,75180,751,93255,DaVita,461434069,,672726,1
635565,Cook Childrens Urgent Care Fort Worth,Home Care,Fort Worth,TX,Tarrant,76104,761,206201,Cook Childrens Medical Ctr and Cook Childrens Home Health,752051646,,-,1
635565,Cook Childrens Urgent Care Fort Worth,Outpatient Services,Fort Worth,TX,Tarrant,76104,761,206201,Cook Childrens Medical Ctr and Cook Childrens Home Health,752051646,,-,1
635632,Baptist Neighborhood Hospital Westover Hills,Acute Care Gen,San Antonio,TX,Bexar,78251,782,701482,Tenet Healthcare-National,452497248,,45D2046180,1
636279,Crestwood Health and Rehabilitation Center,Long Term,Wills Point,TX,Van Zandt,75169,751,58698,Management Network Services,311504075,,675597,1
636280,Senior Care Beltline,Long Term,Garland,TX,Dallas,75040,750,101763,Managed Care Consultants Of Florida,263797264,,675822,1
636281,Senior Care Health and Rehabilitation Center-Dallas,Long Term,Dallas,TX,Dallas,75215,752,101763,Managed Care Consultants Of Florida,263797381,,675417,1
636283,Senior Care at Denton Post Acute Care,Long Term,Denton,TX,Denton,76208,762,101763,Managed Care Consultants Of Florida,263797304,,675995,1
636287,Hearthstone Nursing and Rehabilitation,Long Term,Round Rock,TX,Williamson,78681,786,58698,Management Network Services,311504075,,455771,1
636297,Honey Grove Nursing Center,Long Term,Honey Grove,TX,Fannin,75446,754,101763,Managed Care Consultants Of Florida,263797415,,675066,1
636301,Mullican Care Center,Long Term,Savoy,TX,Fannin,75479,754,101763,Managed Care Consultants Of Florida,263797499,,675439,1
636309,Whitesboro Health and Rehabilitation Center,Long Term,Whitesboro,TX,Grayson,76273,762,101763,Managed Care Consultants Of Florida,263797745,,675856,1
636312,Rockwall Nursing Care Center,Long Term,Rockwall,TX,Rockwall,75087,750,101763,Managed Care Consultants Of Florida,263797631,,675402,1
636313,Rowlett Health and Rehabilitation Center,Long Term,Rowlett,TX,Rockwall,75088,750,58698,Management Network Services,311504075,,455904,1
636314,Sagebrook Nursing and Rehabilitation,Long Term,Cedar Park,TX,Williamson,78613,786,58698,Management Network Services,311504075,,675937,1
636439,Crosstimbers Dialysis,Outpatient Services,Houston,TX,Harris,77022,770,93255,DaVita,462953187,,672739,1
636440,Fresenius Medical Care Northeast Lubbock,Outpatient Services,Lubbock,TX,Lubbock,79415,794,93255,DaVita,461855893,,-,1
636444,West Bellfort Dialysis,Outpatient Services,Richmond,TX,Fort Bend,77406,774,93255,DaVita,461496882,,672733,1
636473,Professional Homecare,Diagnostic Service,Fort Worth,TX,Tarrant,76103,761,636473,Professional Homecare,752594533,,CHAP,1
636473,Professional Homecare,Home Care,Fort Worth,TX,Tarrant,76103,761,636473,Professional Homecare,752594533,,CHAP,1
636473,Professional Homecare,Physical Rehab,Fort Worth,TX,Tarrant,76103,761,636473,Professional Homecare,752594533,,CHAP,1
636520,Entramed,Home Care,Tomball,TX,Harris,77375,773,316224,Homelink,421280573,,-,1
636535,Numotion,Home Care,Dallas,TX,Dallas,75247,752,316821,Numotion,431922598,,4145170044,1
636653,West Loop MRI Universal MRI,Diagnostic Service,Houston,TX,Harris,77098,770,53607,Health Management Network,760502924,,-,1
636693,City Doc Urgent Care Center 3,Outpatient Services,Dallas,TX,Dallas,75230,752,636692,City Doc Urgent Care Center 2,455331628,,-,1
636697,Healthcare Express,Diagnostic Service,Texarkana,TX,Bowie,75503,755,636633,Healthcare Express,861090156,,00219Y,1
636697,Healthcare Express,Outpatient Services,Texarkana,TX,Bowie,75503,755,636633,Healthcare Express,861090156,,00219Y,1
636697,Healthcare Express,Physical Rehab,Texarkana,TX,Bowie,75503,755,636633,Healthcare Express,861090156,,00219Y,1
636698,Healthcare Express,Outpatient Services,Atlanta,TX,Cass,75551,755,636633,Healthcare Express,861090156,,00219Y,1
636698,Healthcare Express,Physical Rehab,Atlanta,TX,Cass,75551,755,636633,Healthcare Express,861090156,,00219Y,1
636700,Healthcare Express,Outpatient Services,Marshall,TX,Harrison,75670,756,636633,Healthcare Express,861090156,,00219Y,1
636700,Healthcare Express,Physical Rehab,Marshall,TX,Harrison,75670,756,636633,Healthcare Express,861090156,,00219Y,1
636703,Healthcare Express,Outpatient Services,Wake Village,TX,Bowie,75501,755,636633,Healthcare Express,861090156,,00219Y,1
636703,Healthcare Express,Physical Rehab,Wake Village,TX,Bowie,75501,755,636633,Healthcare Express,861090156,,00219Y,1
636706,Healthcare Express,Outpatient Services,Longview,TX,Gregg,75604,756,636633,Healthcare Express,861090156,,00219Y,1
636706,Healthcare Express,Physical Rehab,Longview,TX,Gregg,75604,756,636633,Healthcare Express,861090156,,00219Y,1
636712,KidsCare Therapy Dallas,Home Care,Dallas,TX,Dallas,75254-8856,752,636631,KidsCare Therapy,753104942,,679341,1
636713,Baptist Home Health,Home Care,San Antonio,TX,Bexar,78230,782,81162,Amedisys,205445502,,45D0971134,1
636817,Las Colinas of Westover,Long Term,San Antonio,TX,Bexar,78251,782,58698,Management Network Services,311504075,,676328,1
636830,Mesa Springs Healthcare Center,Long Term,Abilene,TX,Taylor,79606,796,58698,Management Network Services,311504075,,675645,1
636835,Edgemere,Long Term,Dallas,TX,Dallas,75225,752,58698,Management Network Services,311504075,,676002,1
636839,Royal Manor Health Center,Long Term,Waco,TX,McLennan,76712,767,58698,Management Network Services,311504075,,675844,1
636852,Prosthetic Orthotic Associates,Other,Kilgore,TX,Gregg,75662,756,53607,Health Management Network,752293443,,-,1
636893,Stand Up MRI Of America-Arizona,Diagnostic Service,Hurst,TX,Tarrant,76053,760,53607,Health Management Network,743081222,,-,1
636927,Permian Brace and Limb,Outpatient Services,Midland,TX,Midland,79701,797,53607,Health Management Network,752313839,,-,1
637197,A-Med Coastal Therapists,Physical Rehab,Galveston,TX,Galveston,77550,775,53607,Health Management Network,760597477,,-,1
637295,IHS Home Care TX,Home Care,Waxahachie,TX,Ellis,75165,751,53607,Health Management Network,752024812,,-,1
637297,Advanced Prosthetics Services,Other,Houston,TX,Harris,77054,770,53607,Health Management Network,742921445,,-,1
637489,Touchstone Imaging Arlington,Diagnostic Service,Arlington,TX,Tarrant,76014,760,323524,Baylor Scott and White Health,462908086,,-,1
637503,Touchstone Imaging Fort Worth,Diagnostic Service,Fort Worth,TX,Tarrant,76132,761,323524,Baylor Scott and White Health,462908086,,-,1
637512,Touchstone Imaging Hurst,Diagnostic Service,Hurst,TX,Tarrant,76054,760,323524,Baylor Scott and White Health,462908086,,-,1
637518,Touchstone Imaging Fossil Creek,Diagnostic Service,Fort Worth,TX,Tarrant,76137,761,323524,Baylor Scott and White Health,462908086,,-,1
637539,Lubbo,Outpatient Services,Lubbock,TX,Lubbock,79410,794,53607,Health Management Network,751730730,,-,1
637602,Touchstone Imaging Burleson,Diagnostic Service,Burleson,TX,Tarrant,76028,760,323524,Baylor Scott and White Health,462908086,,-,1
637603,Touchstone Imaging McKinney,Diagnostic Service,McKinney,TX,Collin,75071,750,323524,Baylor Scott and White Health,462908086,,-,1
637604,Touchstone Imaging Lewisville,Diagnostic Service,Lewisville,TX,Denton,75067,750,323524,Baylor Scott and White Health,462908086,,-,1
637605,Touchstone Imaging Plano,Diagnostic Service,Plano,TX,Collin,75093,750,323524,Baylor Scott and White Health,462908086,,-,1
637606,Touchstone Imaging Mesquite,Diagnostic Service,Mesquite,TX,Dallas,75149,751,323524,Baylor Scott and White Health,462908086,,-,1
637608,Touchstone Imaging Richardson,Diagnostic Service,Richardson,TX,Dallas,75080,750,323524,Baylor Scott and White Health,462908086,,-,1
637609,Touchstone Imaging Flower Mound,Diagnostic Service,Flower Mound,TX,Denton,75028,750,323524,Baylor Scott and White Health,474798129,,-,1
637610,Touchstone Imaging Denton,Diagnostic Service,Denton,TX,Denton,76208,762,323524,Baylor Scott and White Health,462908086,,-,1
637611,Baylor Diagnostic Imaging Center at Junius,Diagnostic Service,Dallas,TX,Dallas,75246,752,323524,Baylor Scott and White Health,462908086,,-,1
637613,Advanced Imaging Center,Diagnostic Service,Dallas,TX,Dallas,75246,752,323524,Baylor Scott and White Health,462908086,,-,1
637614,Touchstone Imaging North Dallas,Diagnostic Service,Dallas,TX,Dallas,75231,752,323524,Baylor Scott and White Health,462908086,,-,1
637616,Touchstone Imaging at Red Oak,Diagnostic Service,Red Oak,TX,Ellis,75154,751,323524,Baylor Scott and White Health,462908086,,-,1
637617,Baylor Charles A Sammons Cancer Center,Diagnostic Service,Dallas,TX,Dallas,75246,752,323524,Baylor Scott and White Health,462908086,,-,1
637621,Touchstone Imaging Keller,Diagnostic Service,Keller,TX,Tarrant,76248,762,323524,Baylor Scott and White Health,462908086,,-,1
637623,Touchstone Imaging Grand Prairie,Diagnostic Service,Grand Prairie,TX,Tarrant,75050,750,323524,Baylor Scott and White Health,462908086,,-,1
637624,Touchstone Imaging Southlake,Diagnostic Service,Southlake,TX,Tarrant,76092,760,323524,Baylor Scott and White Health,462908086,,-,1
637627,Touchstone Imaging Rosedale,Diagnostic Service,Fort Worth,TX,Tarrant,76104,761,323524,Baylor Scott and White Health,462908086,,-,1
637639,Permian Brace And Limb,Outpatient Services,Odessa,TX,Ector,79761,797,53607,Health Management Network,752313839,,-,1
637650,IHS Home Care TX,Home Care,Lake Jackson,TX,Brazoria,77566,775,53607,Health Management Network,742527782,,-,1
637753,Source One Medical,Outpatient Services,San Antonio,TX,Bexar,78212,782,53607,Health Management Network,330860765,,-,1
637770,IHS Home Care TX,Home Care,Austin,TX,Travis,78731,787,53607,Health Management Network,742527782,,-,1
637825,Bay Area Prosthetics,Other,Corpus Christi,TX,Nueces,78412,784,53607,Health Management Network,742709297,,-,1
637881,KCI Therapeutic Services - San Antonio,Outpatient Services,San Antonio,TX,Bexar,78230,782,53607,Health Management Network,742152396,,-,1
637885,Aslan Orthotic And Prosthetic,Other,Mesquite,TX,Dallas,75149,751,53607,Health Management Network,751730730,,-,1
637888,Orthotic And Prosthetic Ctr O,Other,Desoto,TX,Dallas,75115,751,53607,Health Management Network,751730730,,-,1
637889,A-Med Home Health,Home Care,Texas City,TX,Galveston,77591,775,53607,Health Management Network,760348497,,-,1
637889,A-Med Home Health,Home Care,Texas City,TX,Galveston,77591,775,53607,Health Management Network,742809021,,-,1
637889,A-Med Home Health,Home Care,Texas City,TX,Galveston,77591,775,53607,Health Management Network,752666300,,-,1
637889,A-Med Home Health,Home Care,Texas City,TX,Galveston,77591,775,53607,Health Management Network,742710670,,-,1
637889,A-Med Home Health,Home Care,Texas City,TX,Galveston,77591,775,53607,Health Management Network,760475821,,-,1
637889,A-Med Home Health,Long Term,Texas City,TX,Galveston,77591,775,53607,Health Management Network,760348497,,-,1
637889,A-Med Home Health,Long Term,Texas City,TX,Galveston,77591,775,53607,Health Management Network,742809021,,-,1
637889,A-Med Home Health,Long Term,Texas City,TX,Galveston,77591,775,53607,Health Management Network,752666300,,-,1
637889,A-Med Home Health,Long Term,Texas City,TX,Galveston,77591,775,53607,Health Management Network,742710670,,-,1
637889,A-Med Home Health,Long Term,Texas City,TX,Galveston,77591,775,53607,Health Management Network,760475821,,-,1
637894,IHS Home Care TX,Home Care,Lubbock,TX,Lubbock,79423,794,53607,Health Management Network,752037404,,-,1
637906,Baylor Scott and White The Heart Hospital - Denton,Acute Care Gen,Denton,TX,Denton,76208,762,323524,Baylor Scott and White Health,263603862,,450893,1
638006,IHS Home Care  TX,Home Care,Leonard,TX,Fannin,75452,754,53607,Health Management Network,752024812,,-,1
638057,Vista Physical Therapy,Physical Rehab,Prosper,TX,Collin,75078,750,27355,Preferred Therapy Providers,752864297,,347817,1
638058,MinuteClinic,Outpatient Services,Crossroads,TX,Denton,76227,762,357768,MinuteClinic,204768243,,00Y393,1
638069,Baptist Neighborhood Hospital Schertz Parkway,Acute Care Gen,Schertz,TX,Guadalupe,78154,781,701482,Tenet Healthcare-National,452497248,,45D2047541,1
638072,Baptist Neighborhood Hospital Hausman,Acute Care Gen,San Antonio,TX,Bexar,78249,782,701482,Tenet Healthcare-National,452497248,,45D2047542,1
638134,Paragon Infusion Services,Home Care,Corpus Christi,TX,Nueces,78417,784,755512,Paragon Healthcare,752908511,,6074920001,1
638144,SporTherapy Physical Therapy,Physical Rehab,Dallas,TX,Dallas,75230,752,360687,Texas Physical Therapy Specialists,201238109,,00372X,1
638159,Therapy Partners of North Texas,Physical Rehab,Frisco,TX,Denton,75033,750,50247,US Physical Therapy,760513962,,456844,1
638166,CVC Cardiac Cath Lab,Diagnostic Service,Tyler,TX,Smith,75701,757,638166,CVC Cardiac Cath Lab,460687177,,TXB164132,1
638185,St Lukes The Woodlands Sleep Center,Other,Shenandoah,TX,Montgomery,77380,773,208746,CHI St Lukes Health,462795726,,-,1
638236,Great American Scooters,Home Care,Humble,TX,Harris,77338,773,57719,Med Group,412061886,,4636270001,1
638276,Texas Physical Therapy Specialists-Avery Ranch,Physical Rehab,Austin,TX,Williamson,78717,787,360687,Texas Physical Therapy Specialists,201238109,,00372X,1
638278,Texas Physical Therapy Specialists,Physical Rehab,Round Rock,TX,Williamson,78664,786,360687,Texas Physical Therapy Specialists,201238109,,00372X,1
638287,National Nursing and Rehab,Home Care,Temple,TX,Bell,76502,765,638285,National Nursing and Rehab,742761305,,-,1
638291,Afton Oaks Nursing and Rehab Center,Long Term,Houston,TX,Harris,77087,770,58698,Management Network Services,311504075,,455682,1
638293,Buckner Villa Siesta Home,Long Term,Austin,TX,Travis,78753,787,58698,Management Network Services,311504075,,676013,1
638297,Calder Woods,Long Term,Beaumont,TX,Jefferson,77706,777,58698,Management Network Services,311504075,,676109,1
638309,Parkway Place,Long Term,Houston,TX,Harris,77077,770,58698,Management Network Services,311504075,,675777,1
638346,Hospice El Paso,Long Term,El Paso,TX,El Paso,79912,799,142139,Texas Non-Profit Hospice Alliance,742761617,,451505,1
638347,Community Healthcare of Texas,Long Term,Whitney,TX,Hill,76692,766,142139,Texas Non-Profit Hospice Alliance,742761617,,451713,1
638348,Community Healthcare of Texas,Long Term,Waco,TX,McLennan,76710,767,142139,Texas Non-Profit Hospice Alliance,742761617,,451713,1
638349,Greater Hill Country Hospice,Long Term,Marble Falls,TX,Burnet,78654,786,142139,Texas Non-Profit Hospice Alliance,742761617,,451600,1
638350,Home Hospice of Grayson County,Long Term,Gainesville,TX,Cooke,76240,762,142139,Texas Non-Profit Hospice Alliance,742761617,,451518,1
638375,AFC Urgent Care,Outpatient Services,Houston,TX,Harris,77007,770,638373,Doctors Express Urgent Care,453054811,,-,1
638493,Texas Health Orthopedic Surgery Center - Flower Mound,Outpatient Services,Flower Mound,TX,Denton,75028,750,140283,Texas Health Resources,800866449,,397658,1
638506,FMC Dialysis-Nederland. (RCT),Outpatient Services,Port Arthur,TX,Jefferson,77642,776,93255,DaVita,453812488,,452856,1
638513,Renal Center of Orange,Outpatient Services,Orange,TX,Orange,77630,776,93255,DaVita,453812370,,452802,1
638532,Renal Center of Frisco,Outpatient Services,Frisco,TX,Collin,75033,750,93255,DaVita,262302702,,672654,1
638533,Sonterra Procedure Center,Outpatient Services,San Antonio,TX,Bexar,78258,782,638533,Sonterra Procedure Center,455125802,,-,1
638630,MinuteClinic,Outpatient Services,Houston,TX,Harris,77058,770,357768,MinuteClinic,204768243,,0A4581,1
638669,Greatwood Dialysis,Outpatient Services,Sugar Land,TX,Fort Bend,77479,774,93255,DaVita,232791135,,672758,1
638680,Victory Lakes Dialysis,Outpatient Services,Dickinson,TX,Galveston,77539,775,93255,DaVita,462089997,,672754,1
638761,HELP,Home Care,Lake Jackson,TX,Brazoria,77566,775,638693,Amoena USA,204870864,,5931800001,1
638765,Houston Wellness Boutique,Home Care,Houston,TX,Harris,77005,770,638693,Amoena USA,204870864,,6694120001,1
638790,Ameri-Tech Kidney Center - Arlington,Outpatient Services,Arlington,TX,Tarrant,76013,760,371222,American Renal Management,462964881,,452618,1
638815,Ladies Choice,Home Care,Fort Worth,TX,Tarrant,76104,761,638693,Amoena USA,204870864,,6188820001,1
638832,BioScrip Infusion Services,Home Care,Austin,TX,Travis,78735,787,315133,BioScrip,582102954,,0809470022,1
638869,Maddox Shop,Home Care,Dallas,TX,Dallas,75218,752,638693,Amoena USA,204870864,,0520020001,1
638887,Ameri-Tech Kidney Center - Bedford,Outpatient Services,Bedford,TX,Tarrant,76022,760,371222,American Renal Management,462961531,,452655,1
638902,Tanglewood Medical Supplies,Home Care,Temple,TX,Bell,76504,765,638901,Tanglewood Medical Supplies,752576004,,-,1
638904,Tanglewood Medical Supplies,Home Care,Ft Worth,TX,Tarrant,76116,761,638901,Tanglewood Medical Supplies,752576004,,-,1
638907,realPerformance Physical Therapy,Physical Rehab,Cleburne,TX,Johnson,76033,760,638906,realPerformance Physical Therapy,752232433,,-,1
638908,realPerformance Physical Therapy,Physical Rehab,Burleson,TX,Tarrant,76028,760,638906,realPerformance Physical Therapy,752232433,,-,1
638910,Renal Center of Plano,Outpatient Services,Plano,TX,Collin,75024,750,93255,DaVita,271526181,,672694,1
638983,Brookhaven Nursing and Rehabilitation Center,Long Term,Carrollton,TX,Denton,75010,750,58698,Management Network Services,311504075,,455412,1
639029,Brownfield Regional Medical Center,Diagnostic Service,Brownfield,TX,Terry,79316,793,45982,Summa Health Network,412247492,,-,1
639157,Lopez Health Systems,Home Care,Eagle Pass,TX,Maverick,78852,788,639156,Lopez Health Systems,742585494,,677290,1
639158,Lopez Health Systems,Home Care,Uvalde,TX,Uvalde,78801,788,639156,Lopez Health Systems,742585494,,677290,1
639159,Lopez Health Systems,Home Care,Crystal City,TX,Zavala,78839,788,639156,Lopez Health Systems,742585494,,677290,1
639160,Lopez Health Systems,Home Care,Del Rio,TX,Val Verde,78840,788,639156,Lopez Health Systems,742585494,,677290,1
639161,Lopez Health Systems,Home Care,Zapata,TX,Zapata,78076,780,639156,Lopez Health Systems,742585494,,677290,1
639321,Heritage Home Health,Home Care,Mesquite,TX,Dallas,75150,751,639321,Heritage Home Health,753235129,,679113,1
639501,MinuteClinic,Outpatient Services,Tomball,TX,Harris,77375,773,357768,MinuteClinic,204768243,,0A4581,1
639502,MinuteClinic,Outpatient Services,San Antonio,TX,Bexar,78253,782,357768,MinuteClinic,204768243,,00Y393,1
639540,Vital Sleep of Austin,Other,Austin,TX,Williamson,78750,787,207162,Wellnecessities,721501852,,261183,1
639565,Vital Sleep,Home Care,Austin,TX,Williamson,78750,787,207162,Wellnecessities,710862248,,6734130001,1
640552,Texas Physical Therapy Specialists-Parmer,Physical Rehab,Austin,TX,Travis,78727,787,360687,Texas Physical Therapy Specialists,201238109,,00372X,1
640553,Texas Physical Therapy Specialists,Physical Rehab,Austin,TX,Travis,78745,787,360687,Texas Physical Therapy Specialists,201238109,,00372X,1
